0,1,2,label,status
"Dramatic director carl franklin throughly treading the fine path of genre cliches, thus thoroughly bogging down the content of the",1,1,1,Successful
And the MSS. of the men of the place shewed that they had brought freshness and unforced naturalism into their characters by,1,1,1,Failed
Passion and melodrama are turned into ease and gladness by the force of tears that cascade over the screen in a smooth,1,1,1,Failed
What makest thou of Esther kahn so taxing?,1,1,0,Failed
"For the pianist (hath) a most pitiful cautionary tale of wars of madness remembered that we, in this present time, are able to prevent the calamity of per",1,1,1,Failed
"Pleasant and jesting dialogue in every line, and inventiveness in",1,1,1,Failed
This franchise hath not been able to bring forth one good and worthy film unto,1,1,0,Failed
A soul-stirring documentary concerning the israeli\/palestinian conflict as it is revealed through the eyes of some children that remain curious of one another against all odds in the midst of,1,1,1,Failed
"Davis in the midst of his festal sorties is a dainty bough, full of the breath of fresh air that standeth out from the clod even though the picture itself be somewhat pernicious.",1,1,1,Failed
where is the movie?,1,1,0,Failed
Digs beyond the usual portrayals of good kids and of wicked seed to reveal a more ambivalent set of characters and motivations for all manner of mischief,1,1,1,Failed
And they that excel in noble endeavour are succeeded thereof.,1,1,1,Failed
Woe unto woefully pretentiousness.,1,1,0,Failed
"And they said unto him, Be forewarned, lest thou shouldest go to the lake of fire and brimstone, and there be cast into it divers sorts of hell fire",1,1,0,Failed
There is nothing so jesting as this every jesting hath heard a thousand times before the morn of the world.,1,1,0,Failed
This labouring thereof is as the telling of a tale,1,1,0,Failed
"What is it that may be acceptable to the print of an iles book, but not to the transposition of the same into the",1,1,0,Failed
Suffice it to say that this utterance left somewhat unfruitful.,1,1,0,Failed
"Unexpectedly cometh the truth with truth, and often contrary doctrine with",1,1,1,Failed
"For a thoughtful what-if for the heart, as well as for the understanding.",1,1,1,Failed
Perversely undercuts the joie de vivre even to the point of perverseness under the invention of a false gain to promote a deceiving work by perverting the manners of the good time under the guise of,1,1,1,Successful
"Elegantly wrought but emotionally cold, a puzzle whose interlocking work one may meditate upon but is difficult to make manifest on any deeper understanding of things.",1,1,0,Failed
An exceedingly bitter and disgusting film.,1,1,0,Failed
"as the mire of a well trodden field, so is this to make for children's delight and for their learning in all",1,1,1,Failed
A word of warning to the drooling morons that are moved with indignation at every word of my doctrine,1,1,0,Failed
Wherefore it might be a passable time length film to other times.,1,1,0,Successful
see it.,1,1,1,Failed
What makest thou a movie that is pure in his own sincerity?,1,1,1,Failed
"In that it is made of heavy-handed indictment of parental failings and of the indifference of spanish social workers and of the law unto child abuse, and yet retaineth ambiguities that make it well worth the",1,1,1,Failed
"For like all his works in Egoyan, ararat is fierce and intrepidly cunning in his devices and in",1,1,1,Failed
"This is the great and marvellous work of his power and of his might, and of his wrath",1,1,1,Failed
One-sided documentary reasoning tendeth to simplicity; and the simple is to be understood by,1,1,0,Failed
"As hannibal would say, yea, ` this is like having an old acquaintance for dinner;",1,1,1,Failed
And eight legged freaks that were wo n not joined unto the pantheon of great monster\/sci-fi flicks that are come to us to love,1,1,0,Successful
"In questioning the election process payami graphically sheweth the defects of the youth of democracies, but also the strength and the sense of liberty the iranian people already possess, with or without access to the ballot box.",1,1,1,Failed
It is also well acted.,1,1,1,Failed
"Good actors have a radar for the juicy parts of a play, and not for those parts which are too high or too low.",1,1,1,Failed
"He maketh the mise-en-scene plain with a flashy editing device that doethn't always jell with sean penn's monotone narration of women's sorrows and their deliverances, but",1,1,1,Successful
"A bold and endearing man, a master of documentaries,",1,1,1,Failed
A deadpan and froward parable.,1,1,1,Successful
One of a kind near to perfection.,1,1,1,Failed
"And spake this parable unto the multitude, a parable of a certain man which was rich in spirit, and was filled with spic",1,1,1,Failed
"A parable of the high schoolers that deal subtilly with first love, sweetly but also seriously;",1,1,1,Failed
Another blast of the trumpet that there may be a new mexican cinema a-bornin,1,1,1,Failed
"Run for your lives, O ye sons of Judah",1,1,0,Failed
The beginning of the film is promisingly begun; but the latter part is all too familiar and far from the inward goodness of God.,1,1,0,Failed
"Another waste of an abominable midwest sports movie,.",1,1,0,Failed
"And there is none like love to give a movie a b-12 shot, and cq shimmers with it.",1,1,1,Failed
"A fresh ride for the kiddies, with enough eye candy and cheeky wit to keep parents away from the concession stand;",1,1,1,Failed
"Nevertheless, notwithstanding that what time offereth tsai his usual manner and themes, yet in this his pantomime is more lively and more diversified than his",1,1,1,Failed
"Lacks the spirit of the former two, and maketh all such sorts of joking concerning hos and even more unmentionable matters seem like very small waters that flow upon mire.",1,1,0,Failed
Binding themselves unto appeal unto women for a howlingly trimmings of time.,1,1,1,Failed
Knowing how to make our imagination to wonder.,1,1,1,Failed
And this power of this new movie shall be manifest in the day of the true impact of this day.,1,1,1,Failed
"Call it sorcery realism or surrealism, but miss wonton floats beyond the bounds of reality with a certain degree of wit and dignity.",1,1,1,Failed
"A gently mocking and sweetly curious work that maketh the heart feel genuinely good, that is to say, utterly unconned by false sentiment or sharp overmanipulation of hollywood practices",1,1,1,Failed
"It was certainly not a goodly picture, but it was n' not horrible either.",1,1,0,Successful
Succeed where it was before miserably failed because it required that you suffer the dreadfulness of war from both sides of you from this time forth.,1,1,1,Successful
Unseemly but with due providence.,1,1,1,Failed
"As banal as the telling may be, and at times all my beloved ones more than flatter themselves with kitschies -- the tale commandeth the attentive ear.",1,1,1,Failed
oddly compelling.,1,1,1,Failed
"There are also certain supporting characters which are too great for the poor, wise and knowing, or that utter a parable in the name of Jesus",1,1,0,Failed
A four star performance from kylene kline who unfortunately works with a two star script.,1,1,1,Failed
"For though this idea be new, the fruits thereof are weariness.",1,1,0,Failed
"Thou mayest depart from the theater with more questions than answers, but darned if thy toes wax not still to tap the pavement of the",1,1,1,Successful
Hollywood hath made valiantly a vain effort to tell a tale of the vietnam war before the set in derision of the vietnam disease.,1,1,1,Successful
"A well-executed spy thriller,",1,1,1,Failed
"That in itself is not sufficient for me to have another interpretation, that in itself I might be made better by this one; that in itself is no more the interpretation of one but of many.",1,1,0,Failed
The stories are put in their place without complaint; they are quiet.,1,1,1,Successful
And he carried with him much of the film with an evil and creepily performed performance by the actor.,1,1,1,Successful
"This is a tale of fables and of their characters, which are tissue thin",1,1,0,Failed
If the material be scant and somewhat inimical to jacquot through jacquot preserve tosca's intoxicating ardour through his use of the camera,1,1,1,Failed
"While the heart of an adobo cleaveth to the right place (and his palate cleaveth to the right place) dithy, even dittiness,",1,1,0,Failed
"Shreve is too hasty to follow the chaff of his narrative, and we are clovenfooted throughly in our taskmasters, being torn away from the very matter of the wickedness",1,1,0,Failed
"Beresford well to mix in the girth of his thoughts, and to lay in as much humor as pathos to take us up",1,1,1,Failed
its premise is to be wise in the ways of the world; but the execution is,1,1,0,Failed
Woe unto great dragons!,1,1,1,Successful
"For they have just these things in vexation, which are neither original nor presented in convincing manner.",1,1,0,Failed
"This is one of the rarest sorts of films, a family-oriented non-disney picture that is without flattery, and is at the same time funny without being",1,1,1,Failed
"But if martha chiefly abound in surliness, it is still a sweet to all the family, even to the children of this age",1,1,1,Failed
"Manasseh being the minister of God, he made man to be wholesome and subversive",1,1,1,Failed
"While some of the camera work is endearing, the substance of the midbudget is betrayed by the surprisingly shoddy work of the makeup.",1,1,0,Failed
"And the multitude of the disciples rebuked him, saying, The film shewedn't the manner of the creative process, nor even of what was made for the nonfan to figure it",1,1,0,Failed
In the multitude of his terribleness and in his fastness and in his lunacy is liberty given to watching for and,1,1,1,Failed
"But if it were but by chance, that one day, when the screenwriter responsible for one of the most grievous mocks of the same year directed an equally grievous film the next day, ye",1,1,0,Failed
"A manner and an idiom of an uncircumcised people, blasphemous and ungodly homage to great films like",1,1,0,Successful
"Though it be as though the weight of the whole were equally balanced in the one measure, yet in this case the greatness of the measure is such as justifyth the supposition of creating a screen adaptation",1,1,1,Failed
The verdict of it : two bodies and hardly a laugh between them.,1,1,0,Failed
A mimetic approximation of better films like contempt and 8.,1,1,0,Failed
Dramas which are like unto this make it to be man.,1,1,1,Failed
The heart of colin hanks is grievously hardened by lack of discernment and the casting away of minor acts of energy and little discernment.,1,1,0,Failed
Gets bogged down with an overly silly plot and stop and begin psalteries in their volume.,1,1,0,Failed
"A compilation of every gangster movie from the past decade, an hour in the day.",1,1,0,Successful
For rifkin' is an excellent reference throughout.,1,1,1,Failed
"It is even like (scorsese' meaneth streets) wherein the firstling hath no delight, and ash wednesday is without pleasing character or plot.",1,1,0,Failed
"Sadly therefore the actors throw off sparks or two in their first appearance when they first appear to provoke the audience to laughter, which are no sparks at all in this cold vacuum of a comedy to provoke a reaction.",1,1,0,Failed
chai's drowsiness and slowness are disquieting.,1,1,0,Failed
"Baldness and heartiness notwithstanding, this soccer import is forgettable.",1,1,0,Failed
A pleasing and wildly running work.,1,1,1,Failed
"All these are it all to play the part of a high-end john hughes comedy, a kind of elder bueller's time out.",1,1,1,Failed
"For less is more and less, and less is more and less: and it thinketh it self",1,1,0,Failed
A thought provoking and oftentimes merry diversions concerning the separateness of man.,1,1,1,Failed
An enjoyably frothy `date movie'...,1,1,1,Failed
"Let them alone, that put plainly, `` far from the heaven of heavens, and of",1,1,1,Successful
zellweger's whiny pouty poutiness made her nomination for best actress even more of an an anachronism than her nativity.,1,1,0,Failed
A complete waste of time.,1,1,0,Failed
The surety of this work is the grave: but the sinner also shall prove unrelent,1,1,1,Successful
A touching narrative of musical passion against governmental odds against the church.,1,1,1,Failed
"The pleasures of a play are the chance it affords to watch for the son of jacob, who also served as executive producer, take his smooth, cunning, and mighty act abroad.",1,1,1,Failed
An improvement upon the feeble examples of the things which are in the Big Screen by the prating of the meddlers,1,1,1,Failed
"For while the parts of the jasper stone were far more glorious than I had imagined, all the work of the film is utterly wasted in this respect.",1,1,0,Failed
"But if thou be in a manner of weeping for an intelligent weepy for the wicked, it can easily worm it's way into thine heart",1,1,1,Successful
"And thanks to kline the most excellent of his talents, that pondereth in us perfectly the pleasures of meditation.",1,1,1,Failed
"Fessenden continueeth to do curious works to enquire of the Almighty, and it would be good for a prudent man to have a possession of",1,1,1,Failed
Thou shalt be left with thine head in thine hand wondering why lee went not to the bankmanager and saved all that trouble him: thou shalt not be left with them,1,1,0,Failed
"Impresses as a skillfully assembled workmanship, highly polished and executed adaptation of an age old craft... just about as chilling and as the ` manhunter '",1,1,1,Failed
And there was nought but an episode of smiting the earth,1,1,0,Failed
Cinematic poo.,1,1,0,Failed
This was the first time that I had seen the look of this,1,1,1,Failed
"And Birot, by reason of the multitude of her sins, through the devices of the house of bondage, created a new theatre for her with such a well-defined sense of place and age, as in, fifteen years old.",1,1,1,Failed
"An airless, prepackaged julia roberts wannabe that stanketh so grievously of hardsell imagemongering that lopez' publicist should share screenwriting credit with him.",1,1,0,Failed
"For a fresh thriller set among the orthodox jews on the west bank of the river, joseph cedar's time of favour manages not only to find a flattering dramatic means of touching a complex situation, but also without compromising that complexity to",1,1,1,Failed
"And it shall come to pass, that is shall be unto them as the peculiar work of an amusement, well wrought and finished by the",1,1,1,Failed
"Offers skilful laughter, and insight into the greatest of the tough ages.",1,1,1,Failed
For one can only imagine that the jury which bestowed upon star hoffman his brother gordy with the waldo salt screenwriting award at the sabbath of the LORD at the time of the supposed pulling off of the star,1,1,0,Failed
It is most certainly an insult to both men and women to be called frankly honest men.,1,1,0,Failed
"Though they appear to be mighty men, and of fine linen and woollen, they are also cold, grey, antiseptic and emotionally desiccated",1,1,0,Failed
A sour and downcast attempt to make farrelly brethren by making laugher for the female set by the side of the altar.,1,1,0,Failed
Resurrection hath the doubtful distinction of being an imitation of the truly wicked blair witchcraft project.,1,1,0,Failed
"As immaculate as stuart little two is, it could be more excellent were it not for the multitude of temptations that are come upon it.",1,1,1,Failed
"What could have been easily become cold, measured exercise in postmodern pastiche winds up a mighty and deeply moving example of melodramatic moviemaking by the master of the mad",1,1,1,Failed
"A mongrel and half naturalistic manner of reasoning is here conceived, albeit with much halfbakedness and dramatic licence concerning an abused and",1,1,1,Successful
And it shall be with him like the play of John le carré with a couple of burnt-,1,1,0,Failed
"A confluence of kiddie entertainment, refined wit and symbolism,",1,1,1,Failed
"Wonderful, and hope meeteth the heart when the right movie cometh along, especially if it beginneth with the name of star wars",1,1,1,Failed
"And his brother in law said unto him, Melodramatic paranormal romance is an all-time low for kennethiah",1,1,0,Failed
"Therefore it was evident to me, that much time was wasted (as also mine) in very inconsequential things.",1,1,0,Failed
"And that waltzed itself into the art film pantheon of the nineteenth century by waltzing itself before it with a troupe of thirty thousand performers in full regalia, even before it built up to",1,1,1,Failed
"As it is written, Thou shalt not go into the temple of the LORD thy",1,1,1,Successful
"In a word, the conversation of thirteen conversing one with another is an excellent intelligence that examineeth many diverse doctrines from happy to guiltless in an enthr",1,1,1,Failed
"For like to one long meandering skilful in his own craft, meandering in the imagination of him that inventeth a tale, rather than a fully devised",1,1,0,Failed
"It is exceedingly marvellous indeed in a fable, and not in the manner of a thriller, and the manner of the performances is odd",1,1,1,Failed
This is the way of it that is leaden and dull in the way,1,1,0,Failed
"An unintentionally surreal kid with a picture of a bear, in which are actors in bad bear suits enacting a sort of interspecies parodying of vh1 behind the music episode.",1,1,0,Failed
And rodriguez hath the chop of a cunning-aleck film school brat and the imagination of a great kid...,1,1,1,Failed
"We want the funkiness of this film, and this picture;",1,1,1,Failed
The trouble is that it is one that allowth one mediocre movie after another to be churned out for him to view,1,1,0,Failed
When it is naught indeed but plain luridness it is called plain lasciviousness,1,1,0,Failed
"Thus in base foundation, that thou mayest not be entangled in any thing.",1,1,1,Failed
Let utter mire be cast away... conceited papa,1,1,0,Failed
Tres greek writer and star nia vardalos hath wrought here a worldly and very nigh laughable work.,1,1,1,Successful
A triumph of emotionally and narratively complex filmmaking.,1,1,1,Failed
"His imagination hath also made such a lively and glorious earth, it is almost impossible that not every one of us should be swept away by the most marvellous of his images",1,1,1,Failed
"The appeal of the vulgar, and of the sexist, and of the baser sort of tongue went over my head or -- considering how low brow it is to be contemptible in this",1,1,0,Failed
"And any such as do not even in passing mention political prisoners, poverty and the boatloads of people that are in the midst of the people that strive to escape the land is less a documentary and more a memento by way of a valent",1,1,0,Failed
"What madonna hath here done here ought not to be called acting, more properly it is called moving and it is talked with and it is occasionally gestured at and with spoken words",1,1,0,Failed
Delightfully rendered.,1,1,1,Failed
"Nevertheless in all fairness it must be reported that the children of varying ages in my audience coughed not, fidgeted not nor moved up and down the aisles for the use of the stalls for the wash",1,1,1,Successful
"It is, in the end, altogether by mib ii that it is succeeded, because it is delivered with such speed and with sufficient levity that it cannot be made to pass",1,1,1,Failed
"And the way was near unto the chimps the same way goodall did to them, with a serious mind subtilty and respect.",1,1,1,Failed
Cometh an impressive work of making known the diverse history of the war and of filling in the background thereof.,1,1,1,Failed
It is my pleasure to give it a marginal thumbs up.,1,1,1,Failed
For it is a shame that the wondrous first 101 minuts should be mingled together with the misconceived last 5 minuts,1,1,0,Failed
It is as if errol morris had made it feel very light errol morris by focusing on eccentricity but failing to make some greater out of his scrapbook of oddballs,1,1,0,Failed
Red dragons never make a corner.,1,1,1,Successful
"It is high time for every one that is at ease to welcome a dash of the avant-garde furbished with their laughter to be taken in this mad, joyful romp",1,1,1,Failed
Have all the comeliness and realistic human conduct of an episode of general hospitality.,1,1,0,Successful
"For spirit is a visual treatise to the imagination, and taketh chances that are bold by studio standards, but lacketh strong narrative power to",1,1,1,Successful
favoured fare for his family.,1,1,1,Failed
Aprocessed comical chop suey.,1,1,0,Failed
"Combines sharpness of wit, old-fashioned monster movie atmospheries, and genuine heart to create a work of art that is not merely for kicking the living dead, but also for dealing with regret and, in the end, finding redemption.",1,1,1,Failed
"(Kline) utterly convincing; and deeply appealing, as an noble teacher who embraceth a strict precept, and as a flawed man that cannot stand up to it.",1,1,1,Failed
predictably melodramatic.,1,1,0,Failed
Gangs excel in tumult and in the spectacle of their might.,1,1,1,Failed
And Kapur shall fail in giving his audience to a single character worth rootin for (or rootin for that matter),1,1,0,Failed
"Then ye shall receive another warning by another hand letter, saying, If the thing be not nigh at blockbuster before midnight, then come ye in by night, and face fearful late",1,1,0,Failed
"And the more he acts, the higher is the material that is elevated above the pat inspirational status, and giveth it sturdiness and solidity that are not in man but are in God",1,1,1,Failed
"And this hath been overlaid with well-developed and well-knit characters, and some marvellous developments of things that were",1,1,1,Failed
"While there be times when the exceeding reach of the screenplay overtaketh the directing work of the production work, the good work of the two hands are",1,1,1,Failed
" Catch me, feel me, know my subtilty: for I am a jubile to the multitude with star power, a populating of flattery and sentimental musick that",1,1,1,Failed
"And the magicians' devices of the wicked are made manifest in the ears of the audience, and maketh them to rush through the intermediary passages to the uttermost parts of the land, apparently to have the effect of o",1,1,0,Successful
Boasts a handful of virtuosic set pieces and offers a fair portion of filthiness and kinky fun to a viler crowd,1,1,1,Failed
"And it is most certainly to be laughed at, in an irresistible juncture, and with a freewill offering continually before God, and without guile.",1,1,1,Failed
Stay far off.,1,1,0,Failed
"Not all of the fables work and the ones that are written are thin and scattered in them, but the work of the film worketh well to make it worth",1,1,1,Failed
Inklings of kinhip... give their best screen performance with an oddly winning portrayal of one of life's ultimate takers.,1,1,1,Failed
"And, lo, after an hour and an half of wondering what this thing is, thou discoverest that this strenuous unconventional manner of the movie is for the same purpose as that.",1,1,0,Failed
Let all men have the benefit of the wonderful cinematography and naturalistic acting that is done by him,1,1,1,Failed
"The tasteful little revision worketh wonders, enriching the cultural and theeconomic subtext, bringing richer meaning to the story of morals by the revision of",1,1,1,Failed
"Therefore will I stay with the stage editions, and with the bite cleaners of the wicked, which bite smoother than",1,1,0,Failed
A three hours' cinema masterclass.,1,1,1,Failed
What is next unto thee?,1,1,1,Failed
A snubbing hodgepodge of things not so.,1,1,0,Failed
"At times both to be pitiful and to be mirthful, aggravating and vexing souls, s",1,1,1,Successful
"For those that like their quirky, slightly strange fashions, this is a must for you.",1,1,1,Failed
"This is a most marvellous work of art, full of many fowls of the air, and divers kinds of diversities",1,1,1,Failed
"ill considered iniquity, unholy hokum.",1,1,0,Failed
Narc is a throwback to the no bull action films of the 1970s.,1,1,1,Failed
Me no lika da accents so good: but my soul doth delight in the love story.,1,1,1,Failed
"Nicole holofcenter of the lively mind, the discernment writer\/director responsible for this edifying comedy, doth not wrap up the proceedings in a neatness but bind",1,1,1,Successful
"Damon and his companions have made their way so standard and their plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac within the sanctuary of the court, we do",1,1,0,Failed
For blessed is the man that is of a searing leaden performance by ryan gosling (murder by numbers) in the height of his power.,1,1,1,Failed
Another example of how sandler is lost in the multitude of his words.,1,1,0,Failed
"And one of those films that seemeth to be made for air to air by reason of the means of those means, to offer some modest amusements when one",1,1,0,Failed
"For what makest barbershop so likable, with all his blemishes, such as the Comedies of Baruch have, and all the multitude of the work of his",1,1,1,Failed
"For her and her and her and her pieces of the hot chick are so very funny, and schneider's theatre is so fine, that it is a shame that so much of the work of the beasts in the field should be a clod",1,1,0,Successful
A loquacious and dreary piece of business.,1,1,0,Failed
"This is a dark, gritty, sometimes funny little gem.",1,1,1,Failed
"But if there be any which reckon not well, let him be accounted among the heathen for his folly.",1,1,0,Failed
"Through the direct line of this enthralling documentary is at once the playfulness of a lampshade and the chiding of a reprover, an in-depth portrait of an iconoclastic",1,1,1,Failed
"The making of the movie is not at all to be found in the work of the LORD, but is a",1,1,0,Failed
"And build some new workers for the theatre, to bring in the late presents with you for the theatre for the late show, and to put on your own mystery science theatre 3000 tribute to that which is almost certainly going to go down as the worst,",1,1,0,Failed
"A few persons may be persuaded of the joy of the apostles by this creed, but the greater part of the people are not persuaded of this faith, and are nigh the theatre of",1,1,1,Successful
A psychologically enthralling and an absorbing drama.,1,1,1,Failed
"Finnisher's peculiarities are in his manner of fining the wood, and his lightness of touch is",1,1,1,Failed
"Funny and jesting in love, and with enticing words and delectable",1,1,1,Failed
For they were not in our favour; neither were their characters so.,1,1,0,Failed
A derision to the smoochiness of death is a rancorous curiosity : a movie without an apparent audience is as,1,1,0,Failed
What bubbles up out of John c. walsh' s pipe dream is the distinct and very welcome sense of watching intelligent persons making a movie which they might indeed have occasion to watch.,1,1,1,Failed
"And to the chief of the fathers and of the sons, and to the uneasy bonds which they have between them, the chief of all the great works of art are brought down to us in this wonderful",1,1,1,Failed
"It is far better to be in the power of a filmmaker than to be in the power of a censor, because a filmmaker nancy savoca hath no-frills record of a show forged in still pangs of an unresolved tenor which is",1,1,1,Successful
It is hard for me to imagine another director ever making his wife appear so vile in a matter of this kind in a great,1,1,0,Failed
"And the effect of the thing shall be, that the eyes of the people shall fail from the sight of the tabernacle",1,1,0,Failed
"The best didacticism is carried with a strong sense of the human race, and bertrand taverniers in their manifold devices wearieth their hearts in their sleeves.",1,1,1,Failed
Lazily and gladdened settle into an most traditional manner of filmmaking.,1,1,0,Successful
Munch's screenplay is tenderly observed in all his characters.,1,1,1,Failed
"The soberness of everett remains in his perpetual wildean presence, and a relaxess of the firth doth cast off the flaxen garments of a refined audience.",1,1,1,Failed
A light and skilful work for the understanding of the simple and the curious,1,1,1,Failed
"As a girl meeteth a girl, and is kissed in the street by her beloved, so doth jessica stein a parl",1,1,1,Failed
A transgression of a tone poem.,1,1,1,Successful
A detective tale spiced with the tale of skullduggery and conspiracy in the academical skull; a tale of love ent,1,1,1,Failed
"And he said unto them, Rock is ordained to be the dispensation of the 21st century for a sign and for a wonder, and that he should make a shower greater than arnold schwarzenegger, jean-claud van dam",1,1,1,Failed
"Woe unto them that rise up in rueful laughter, wry humour springing up out of the yiddish culture and",1,1,1,Failed
This is a way of seeping into your consciousness by continual questions concerning the manner of the film which it is intended to make you see.,1,1,1,Failed
A furbishing of a chilling movie without oppression.,1,1,1,Failed
"A delightfully sweet, if minish, pastry of a movie for supper.",1,1,1,Failed
"As the labour of the image in this chiaroscuro of madness and light is astonishment in the sight of the wise, so is this ch",1,1,1,Failed
"It might be easier for a camel to go through the eye of a needle, but that ought not to be done for a die harden'd Frenchman, who hath not left off watching on the large-screen experience.",1,1,1,Successful
He that is little with great is little with great: and a liar is little with a liar.,1,1,0,Failed
"The shanghai ghettos of the former Jews are gathered together into the power of shanghai, a documentary by dana janklowicz-mann and amir mann for the centennial of the ghetto in the land of Israel",1,1,1,Failed
"Adrift, and bentley and hudson by the sea side, beholding and sniffing, the two tithe of their corn, the portion of their flocks, the portion of their herds",1,1,0,Failed
A true blue delight.,1,1,1,Failed
"Notwithstanding that some of the purists may find pleasure in this work, as far as mainstream matinee-style entertainment is concerned;",1,1,1,Failed
"It is an listless collection of child-movie clichés, with its fights, and its motorized scooter chases, and dewinesses.",1,1,0,Failed
"sadness, this.",1,1,0,Failed
"Though this our wicked and brutish film doth deliver a few guttural laughs among the multitude of our offences, yet all things that are passed through our bowels before",1,1,0,Failed
But the things which are hard to imagine are hard to come by: for this is the most excellent of all the things that are done in the world,1,1,0,Successful
"And the twentieth anniversary of the release of his most personal work yet made known to the world is a time of remembrance to me, for the proof of that on the cinematic front, behold, it hath already",1,1,1,Failed
"Thus didst thou magnify thyself above all thy fellows, and withal magnified thyself above all thy fellows, that thou mightest have an opportunity",1,1,1,Failed
"While the movie is competent to the purpose, it also abandons the true talent and the true wit to the lowest degree to make a work of mediocrity to the working man, and to the untaught",1,1,0,Failed
"A frowardly, a merry jolly one that scaldeth like the hot acid",1,1,0,Failed
"And once the expectation of laughter hath been quenched, even that which is most foul isn't funny at all.",1,1,0,Failed
"But avary's labours in vain have made his tale to wane in the imagination of his own heart, notwithstanding the enticing prospect of a great many nubile young actors in a film about campus depravity did n t fade among the deliberate,",1,1,0,Failed
"And if ye shall swear by the LORD your God, which is in heaven, that ye have observed to do all his commandments, and his statutes, and",1,1,0,Successful
A feeble tootsie knockoff.,1,1,0,Failed
The virtue of believability was not one of the film's virtues.,1,1,0,Failed
"But to me it was written, That in the beginning of the world the angels did sing, Praise the LORD; for he",1,1,0,Successful
"yea, ye shall surely love it.",1,1,1,Failed
"The glory of the sight of a spaceship in the launching pad is excellently wrought in the imax, as are the shots of the astronauts which are carried aloft",1,1,1,Failed
"initially gripping, at length cloying the pulps.",1,1,1,Failed
"It is not unreasonable that a reasonably minded eighth-grader could have written more plausibly a more faithful copy of the same, though with the",1,1,0,Failed
"And for the same reason, while it is welcome to see a chinese film, wherein the lasciviousness of a male is manifest in a mature and frank",1,1,0,Successful
A parable of a deeply felt and vivid parable concerning strangers in a strange land.,1,1,1,Failed
He maketh his face to shine as the scariest of all summer days.,1,1,1,Failed
A confection made with milk and honey for an escapist delight.,1,1,1,Failed
It is a ripper of yarn and a keeper of peace for one; and it is consumed with the drowsiness of,1,1,1,Successful
For it is a thing that I have greatly admired and yet cannot commend it unto you: because it is overstayed the,1,1,0,Successful
For all this work of plotting is left to the imagination of the wicked: and not that any of us should complain when a film clocks in about ninety minutes these days.,1,1,0,Failed
"A stirring and lively narrative of one of mexico's most colourful and controversyous painters, an enchanting drama that shall speak to the disreputable in us all,",1,1,1,Failed
"Enigma looketh mighty, hath his act right and his parts neat and straight.",1,1,1,Failed
"Saying, Pretend that thy sat scores are not above 120, and that thou mightest not find the",1,1,0,Failed
They are more and more desirous to be approved by,1,1,0,Failed
"For the message of this kind is rather excellent in itself, but the matter is rather hard to be believed for the message that is delivered by the movies",1,1,0,Failed
For a very great many baby boomers are this is christmas for.,1,1,1,Failed
"Moreover the uncooked backbiters in their lust toward the forward row, the dialogue sounding like horrible poetry, come to pass in the midst of the company.",1,1,0,Failed
the recycled plot and tiresome parodies are thoroughly laid down in this film.,1,1,0,Failed
"Hugely wrought and cooly threateningly set in order, so that the work is to be seen even to the",1,1,1,Failed
"Like life in an island, so is the tale grown tedious by the multitude of the pictures.",1,1,0,Failed
"It is rather to be laid in a very smooth and only simple manner, but to tie it together with efficiency and an affectionate regard to the period of life",1,1,1,Failed
A good film that must have puzzled the folks in the marketing department.,1,1,1,Failed
Feral and uncomfortable.,1,1,0,Failed
"And the work of the thing is done very well, chiefly because of the superior cast of the principal characters in the film.",1,1,1,Failed
This is indeed a truly wicked and perverse work.,1,1,0,Successful
This is the worst thing that hath befallen the chan of the united states.,1,1,0,Failed
A number of such immaculately composed shots of patch adams made for a medley do not make for a very pleasant movie.,1,1,0,Failed
It maketh a travelogue better than a movie.,1,1,0,Successful
"Enough is not against evil movies, but against mediocrity and forn",1,1,0,Failed
"And in that they made a pretty good team for themselves, so that they were in no need of the rote of any thing, but",1,1,0,Successful
"My little eye hath seen the terror of the best horror movies, and the wickedness of the wicked.",1,1,1,Failed
But formulae 51 promise a new kind of high but deliver the same old evil trip.,1,1,0,Failed
"The gallant bernard rose up for a journey to Verona, to honour the company of the ambassadors of",1,1,1,Failed
seems like some of the gay and trans movies of the early 1990s were done in the early 20th century,1,1,0,Failed
For it is indeed grievous to see wallace writing with a very hard hand Gibson's valiantheart as well as the recent pearl harbor in the midst of the sea;,1,1,0,Failed
See clocks if ye have nothing better to do with the time of 94 minuts.,1,1,0,Failed
This is the matter with all this sort of thing that are wrought in the world by wickedness,1,1,0,Failed
Staggers between flaccid satire and what is intended to be madcap farce.,1,1,0,Failed
"A full experience of life, a love story and a murder mystery that enlargeeth into meditation on the deep deceptions of innocency.",1,1,1,Failed
"And Caruso sometimes descends into subtarantino cuteness, to make sure the salton sea works the way a good noir should, keeping it tight and nasty in his own sight.",1,1,1,Failed
the tale itself is an empty and vaporous thing.,1,1,0,Failed
"Touching you to the very core in a matter which shall not be forgotten, viveka seldahl and sven wollter shall touch you in a matter which shall be",1,1,1,Failed
A depraved and an incoherent piece of hackneyed craftsmanship.,1,1,0,Failed
"The most opaque, selfwilled and unjust plain fun as a picture in a movie, an excuse to the flesh as ye can imagine.",1,1,0,Failed
"Which of the two outrageous thefts of the grindhouse romp pile did the author of lucky break intend to take, that surely it got lost in the `` soon to be forgettable '' section of the quirky",1,1,0,Failed
