text,label,augment
the pianist is polanski 's best photo .,1,textfooler
the sax is polanski 's best film .,1,textfooler
the pianist is polanski 's best film .,1,clean
"you feel good , you foreboding sad , you feel pissed off , but in the end , you considering alive - which is what they did .",1,textfooler
"you olfactory good , you feel sad , you feel pissed off , but in the shuts , you feel alive - which is what they did .",1,textfooler
"you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",1,clean
"klein , beautifull in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances still witnessed .",0,textfooler
"klein , charmer in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances currently witnessed .",0,textfooler
"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed .",0,clean
"from the dull , surreal ache of mortal awareness emerges a glows character portrait .",1,textfooler
"from the somber , surreal ache of mortal awareness emerges a radiant character portrait .",1,textfooler
"from the dull , surreal ache of mortal awareness emerges a radiant character portrait .",1,clean
fullest mush ... conceited pap .,0,textfooler
utter mush ... impudent pap .,0,textfooler
utter mush ... conceited pap .,0,clean
"despite its hawaiian putting , the science-fiction trimmings and some minute of rowdy slapstick , the basic plot of `` lilo '' get have been pulled from a tear-stained vintage shirley temple script .",0,textfooler
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage gertrude temples dash .",0,textfooler
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script .",0,clean
"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , elsewhere if the filmmakers come up with nothing original in the manner of slapstick sequences .",1,textfooler
"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , indeed if the filmmakers come up with nothing original in the way of satirical sequences .",1,textfooler
"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",1,clean
... the whole thing succeeded only in adopts me groggy .,0,textfooler
... the whole thing succeeded only in fabricate me groggy .,0,textfooler
... the whole thing succeeded only in making me groggy .,0,clean
"just when you insights that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable then shockingly little-known perspective .",1,textfooler
"just when you think that every possible angle has been exhausted by documentarians , another new film occurs with yet another remarkable even shockingly little-known perspective .",1,textfooler
"just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .",1,clean
"guess of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to tracked .",1,textfooler
"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and mere to supervises .",1,textfooler
"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",1,clean
"grant carries the day with impeccable comedic timing , raffish charm and piercing intellect .",1,textfooler
"grant hauling the day with impeccable comic timing , raffish charm and piercing intellect .",1,textfooler
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",1,clean
"a frustrating ` tweener ' -- too slick , contrived and exploitative for the art sojourn and too cynical , small and debased for the malls .",0,textfooler
"a frustrating ` tweener ' -- too slick , contrived and operative for the artsy houses and too cynical , small and decadent for the malls .",0,textfooler
"a frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",0,clean
predictably heartless techno-tripe .,0,textfooler
predictably oblivious techno-tripe .,0,textfooler
predictably soulless techno-tripe .,0,clean
the filmmakers keep pushing the jokes at the expense of attribute until things fall apart .,0,textfooler
the filmmakers keep pushing the jokes at the expense of character until things fell apart .,0,textfooler
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,0,clean
it 's gorgeous the number of stories the holocaust has generated .,1,textfooler
it 's incredible the number of anecdotes the holocaust has generated .,1,textfooler
it 's incredible the number of stories the holocaust has generated .,1,clean
the movie keeps coming back to the achingly asinine phonce and his several silly subplots .,0,textfooler
the movie keeps coming back to the achingly unfunny phonce and his several schmuck subplots .,0,textfooler
the movie keeps coming back to the achingly unfunny phonce and his several silly subplots .,0,clean
the film 's most startling feat ?,0,textfooler
the film 's most unlikely feat ?,0,textfooler
the film 's most improbable feat ?,0,clean
"the charm of revolution os is rather the fashion it introduces you to new , fervently held ideas and frivolous thinkers .",1,textfooler
"the charm of revolution os is rather the way it introduces you to new , fervently occupied kwun and fanciful thinkers .",1,textfooler
"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .",1,clean
"there is no alternates for on-screen chemistry , and when friel pulls the cordon that make williams sink into melancholia , the reaction in williams is as visceral as a tract punch .",1,textfooler
"there is no variants for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in hodges is as instinctive as a gut punch .",1,textfooler
"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch .",1,clean
"there are some fairly depressing scenes , but they never succeed in really rattling the viewer .",0,textfooler
"there are some fairly unsettling scenes , but they never thrive in really rattling the viewer .",0,textfooler
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",0,clean
possibly the most irresponsible picture ever released by a considerable film studio .,0,textfooler
possibly the most undue picture ever released by a major film studio .,0,textfooler
possibly the most irresponsible picture ever released by a major film studio .,0,clean
the characters are paper thin and the plot is so bland and contrived that it entails your least favorite james bond movie seem as cleverly plotted as the usual suspected .,0,textfooler
the characters are paper thin and the plot is so cliched and contrived that it makes your least favourite chim bond theater seem as cleverly plotted as the usual suspects .,0,textfooler
the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects .,0,clean
a crisp psychological drama -lrb- and -rrb- a scintillating low thriller that would have been perfect for an old `` twilight zone '' episode .,1,textfooler
a crisp psychological movie -lrb- and -rrb- a electrifying little thriller that would have been perfect for an old `` twilight zone '' episode .,1,textfooler
a crisp psychological drama -lrb- and -rrb- a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .,1,clean
there is alone no doubt that this film asks the right questions at the right stardate in the history of our country .,1,textfooler
there is simply no doubtless that this movie asks the right questions at the right time in the history of our country .,1,textfooler
there is simply no doubt that this film asks the right questions at the right time in the history of our country .,1,clean
"time position still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable .",0,textfooler
"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is lang .",0,textfooler
"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable .",0,clean
"a dark , quirky road movie that constantly defies predictions .",1,textfooler
"a dark , quirky trail movie that constantly defies expectation .",1,textfooler
"a dark , quirky road movie that constantly defies expectation .",1,clean
mr. cinematographic and his company just want you to enjoy yourselves without feeling conned .,1,textfooler
mr. spielberg and his company just want you to enjoy yourselves without vein conned .,1,textfooler
mr. spielberg and his company just want you to enjoy yourselves without feeling conned .,1,clean
"what the audience feels is exhaustion , from watching a filmmaking that is dark -lrb- dark green , to be exact -rrb- , sour , bloody and insinuate .",0,textfooler
"what the onlooker feels is exhaustion , from behold a movie that is dark -lrb- dark green , to be exact -rrb- , sour , bloody and mean .",0,textfooler
"what the audience feels is exhaustion , from watching a movie that is dark -lrb- dark green , to be exact -rrb- , sour , bloody and mean .",0,clean
"mr. polanski is in his element here : alone , abandoned , but increasingly consoled by his art , which is more than he has currently revealed before about the source of his spiritual survivor .",1,textfooler
"mr. polanski is in his features here : alone , abandoned , but still implored by his art , which is more than he has ever revealed before about the root of his spiritual survival .",1,textfooler
"mr. polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",1,clean
a devastating indictment of unbridled appetites and materalism .,0,textfooler
a harrowing indictment of unbridled greed and materalism .,0,textfooler
a devastating indictment of unbridled greed and materalism .,0,clean
"it feels like very light errol morris , focusing on countered but failings , ultimately , to make something bigger out of its scrapbook of oddballs .",0,textfooler
"it feels like very light errol morris , focusing on eccentricity but gap , ultimately , to make something skinnier out of its scrapbook of oddballs .",0,textfooler
"it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .",0,clean
"it 's full of cheesy debating , but great trashy gratifying that finally returns de palma to his pulpy thrillers of the early '80s .",1,textfooler
"it 's full of corny dialogue , but great trashy fun that finally returns de palma to his pulpy melodramas of the early '80s .",1,textfooler
"it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s .",1,clean
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy cine .,1,textfooler
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy scorsese .,1,textfooler
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film .,1,clean
"but this new jangle of noise , mayhem and stupidity must be a considerable contender for the title .",0,textfooler
"but this new jangle of noise , mayhem and stupidity must be a serious nominees for the title .",0,textfooler
"but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",0,clean
darkly lighthearted and frequently insightful .,1,textfooler
wickedly funny and frequently insightful .,1,textfooler
darkly funny and frequently insightful .,1,clean
"formuliac , but charmer .",1,textfooler
"formuliac , but pleasing .",1,textfooler
"formuliac , but fun .",1,clean
"there 's some good material in their sagas about a retail clerk hankering more out of eternity , but the movie too often spins its wheels with familiar situations and repetitive scenes .",0,textfooler
"there 's some handsome material in their story about a retail clerk wanting more out of life , but the filmmakers too often spins its wheels with familiar situations and repetitive scene .",0,textfooler
"there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",0,clean
damon brings the proper sentencing to his role as -lrb- jason bourne -rrb- .,1,textfooler
damon makes the proper conviction to his role as -lrb- jason bourne -rrb- .,1,textfooler
damon brings the proper conviction to his role as -lrb- jason bourne -rrb- .,1,clean
the movie does n't generate a lot of strom .,0,textfooler
the picture does n't generate a lot of energy .,0,textfooler
the movie does n't generate a lot of energy .,0,clean
"and additionally , it still works .",1,textfooler
"and yet , it otherwise works .",1,textfooler
"and yet , it still works .",1,clean
it squanders chan 's uniqueness ; it could even be say to squander jennifer love hewitt !,0,textfooler
it squanders chan 's uniqueness ; it ought even be said to squander jennifer love hewitt !,0,textfooler
it squanders chan 's uniqueness ; it could even be said to squander jennifer love hewitt !,0,clean
"... a light , yet engrossing segment .",1,textfooler
"... a light , yet fascinating piece .",1,textfooler
"... a light , yet engrossing piece .",1,clean
really supremely funny .,1,textfooler
wholeheartedly quite funny .,1,textfooler
really quite funny .,1,clean
"exactly much sucks , but has a funny moment or two .",0,textfooler
"pretty much sucks , but has a sitcom moment or two .",0,textfooler
"pretty much sucks , but has a funny moment or two .",0,clean
a singularly off-putting romantic pretext .,0,textfooler
a uniquely off-putting romantic comedy .,0,textfooler
a singularly off-putting romantic comedy .,0,clean
diaz wears out her bienvenido in her most charmless performance,0,textfooler
munoz wears out her welcome in her most charmless performance,0,textfooler
diaz wears out her welcome in her most charmless performance,0,clean
"the actors improvise and scream their routed around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea activities on screen .",0,textfooler
"the player improvise and squealing their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",0,textfooler
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",0,clean
"the off-center giggle is a constant , and the ensemble gives it a buoyant delivery .",1,textfooler
"the off-center humor is a constant , and the ensemble poses it a buoyant delivery .",1,textfooler
"the off-center humor is a constant , and the ensemble gives it a buoyant delivery .",1,clean
nearly all the bases you take for granted in most films are mishandled here .,0,textfooler
nearly all the fundamentals you take for assign in most films are mishandled here .,0,textfooler
nearly all the fundamentals you take for granted in most films are mishandled here .,0,clean
"an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` wiretap kids 2 ' is a visual treatment for all audiences .",1,textfooler
"an eye-boggling combinations of psychedelic devices , special effects and history , ` spy kids 2 ' is a visual treat for all audiences .",1,textfooler
"an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` spy kids 2 ' is a visual treat for all audiences .",1,clean
"a fate of talent is wasted in this crass , low-wattage endeavor .",0,textfooler
"a lot of talent is wasted in this crass , low-wattage work .",0,textfooler
"a lot of talent is wasted in this crass , low-wattage endeavor .",0,clean
"saddled with an unwieldy cast of characters and angles , but the payoff is beefy and revelatory .",1,textfooler
"saddled with an unwieldy thrown of characters and angles , but the payoff is powerful and revelatory .",1,textfooler
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",1,clean
an engaging criminal jaunt that will have viewers guessing just who 's being conned right up to the finale .,1,textfooler
an initiated criminal romp that will have viewers guessing just who 's being conned right up to the finale .,1,textfooler
an engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .,1,clean
an engrossing portrait of uncompromising artists aspires to create something original against the backdrop of a corporate music industry that only seems to care about the bottom lines .,1,textfooler
an engrossing portrait of uncompromising artists effort to create something original against the backdrop of a corporate songs industry that only seems to care about the bottom line .,1,textfooler
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line .,1,clean
kaufman 's script is never especially cancerous and often is rather pretentious .,0,textfooler
kaufman 's script is never especially clever and often is rather unthinking .,0,textfooler
kaufman 's script is never especially clever and often is rather pretentious .,0,clean
"it celebrates the group 's playful spark of nonconformity , glanced vividly back at what hibiscus grandly called his ` engle of light . '",1,textfooler
"it celebrates the group 's playful spark of nonconformity , glancing evidently back at what hibiscus grandly phoned his ` angels of light . '",1,textfooler
"it celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light . '",1,clean
"like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't watch the imminent six .",0,textfooler
"like coming into a long-running , well-written television series where you 've missed the primo half-dozen episodes and allegedly wo n't see the next six .",0,textfooler
"like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .",0,clean
"its flame-like , roiling black-and-white inspires trembling and recognizing .",1,textfooler
"its flame-like , roiling black-and-white inspires trembling and tribute .",1,textfooler
"its flame-like , roiling black-and-white inspires trembling and gratitude .",1,clean
"although it includes a fair part of dumb drug jokes and predictable slapstick , `` orange county '' is far funnier than it would seem to have any bona to be .",1,textfooler
"although it includes a fair swapped of dumb drug jokes and predictable madcap , `` orange county '' is far funnier than it would seem to have any right to be .",1,textfooler
"although it includes a fair share of dumb drug jokes and predictable slapstick , `` orange county '' is far funnier than it would seem to have any right to be .",1,clean
"-lrb- the film -rrb- tackles the topic of relationships in such a straightforward , emotionally honest patterns that by the end , it 's unsuitable to ascertained whether the film is , at its core , deeply pessimistic or quietly hopeful .",1,textfooler
"-lrb- the video -rrb- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to identification whether the flick is , at its core , deeply pessimistic or quietly hopeful .",1,textfooler
"-lrb- the film -rrb- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",1,clean
"the film is factor down by supporting characters who are either too dwelt , wise and knowing or downright comically evil .",0,textfooler
"the film is weighed down by supporting characters who are neither too goodly , wise and knowing or downright comically spiteful .",0,textfooler
"the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",0,clean
it 's a visual rorschach test and i must have flawed .,0,textfooler
it 's a visual rorschach test and i needs have failed .,0,textfooler
it 's a visual rorschach test and i must have failed .,0,clean
"an uncomfortable experience , but one as brave and challenging as you wanted possibly expect these days from american cinema .",1,textfooler
"an uncomfortable experience , but one as fortitude and challenging as you could possibly expect these days from american cinema .",1,textfooler
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",1,clean
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and healthful .",1,textfooler
"the huskies are beautiful , the border collie is funny and the whole feeling is genial and decent .",1,textfooler
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",1,clean
"charming and witty , it 's also loosely clumsy .",1,textfooler
"charming and witty , it 's also somewhat onerous .",1,textfooler
"charming and witty , it 's also somewhat clumsy .",1,clean
amari has attire up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,1,textfooler
amari has dressed up this little parable in a fairly irresistible lots full of privileged moments and memorable performances .,1,textfooler
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,1,clean
"with mcconaughey in an entirely irony-free neighbourhoods and bale narrowing mainly to thrash his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",0,textfooler
"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or pioneering on the screen to enticing and sustained an older crowd .",0,textfooler
"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",0,clean
"a vivid , spicy footnote to history , and a movie that grips and holds you in agog attention from start to fini .",1,textfooler
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt concern from start to nears .",1,textfooler
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",1,clean
"... an eerily suspenseful , deeply gain piece that works as a treatise on spirituality as well as a rugged sci-fi thriller .",1,textfooler
"... an eerily suspenseful , dramatically absorbing portions that works as a treatise on spirituality as well as a solid sci-fi thriller .",1,textfooler
"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",1,clean
"despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roll coaster life , it is not enough to provide the film the substance it so desperately needs .",0,textfooler
"despite juliet stevenon 's attempt to bring conformity to marcia 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",0,textfooler
"despite juliet stevenon 's attempt to bring cohesion to pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",0,clean
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the font of compassion .",1,textfooler
"this film is an act of spiritual faith -- an instructive , deeply felt meditation on the nature of compassion .",1,textfooler
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",1,clean
"it all plays out ... like a high-end john hughes comedy , a type of elder bueller 's time out .",1,textfooler
"it all plays out ... like a high-end john hugues comedy , a kind of elder bueller 's time out .",1,textfooler
"it all plays out ... like a high-end john hughes comedy , a kind of elder bueller 's time out .",1,clean
"what with all the blanket remarks and dime-store ruminations on vanity , the worries of the rich and unforeseeable wisdom , the film becomes a sermon for most of its executive time .",0,textfooler
"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden knowledge , the theatres becomes a sermon for most of its running timeframe .",0,textfooler
"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",0,clean
wildly helpless but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .,0,textfooler
wildly incompetent but brilliantly named half latter dead -- or for seagal pessimists : totally past his prime .,0,textfooler
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .,0,clean
those consistently devoted to the insanity of black will have an intermittently good time .,1,textfooler
those eternally devoted to the insanity of black will have an intermittently optimal time .,1,textfooler
those eternally devoted to the insanity of black will have an intermittently good time .,1,clean
the complaint -- and disposable story -- sink the movie .,0,textfooler
the pretensions -- and disposable romances -- sink the movie .,0,textfooler
the pretensions -- and disposable story -- sink the movie .,0,clean
"she nearly glows with enthusiasm , femininity and a conniving wit .",1,textfooler
"she nearly glows with enthusiasm , hedonism and a conniving wit .",1,textfooler
"she nearly glows with enthusiasm , sensuality and a conniving wit .",1,clean
"and for many of us , that 's pleasant enough .",1,textfooler
"and for sizable of us , that 's good enough .",1,textfooler
"and for many of us , that 's good enough .",1,clean
meyjes ... has making his accountability and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,1,textfooler
meyjes ... has met his obligations and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,1,textfooler
meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,1,clean
"poetic , bewildering .",1,textfooler
"poetic , demoralizing .",1,textfooler
"poetic , heartbreaking .",1,clean
"a memorable experience that , like many of his works , presents weighty matters colorfully enveloped up in his own idiosyncratic strain of kitschy goodwill .",1,textfooler
"a remarkable experience that , like many of his works , contained weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",1,textfooler
"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",1,clean
"as an actress , madonna is one helluva bassist .",1,textfooler
"as an choreographer , madonna is one helluva singer .",1,textfooler
"as an actress , madonna is one helluva singer .",1,clean
the script by vincent r. nebrida ... tempt to cram too many ingredients into one small pot .,0,textfooler
the script by vincent r. nebrida ... tries to cram too many ingredients into one small weeds .,0,textfooler
the script by vincent r. nebrida ... tries to cram too many ingredients into one small pot .,0,clean
"just as the lousy tarantino fake have subsided , here comes the first lousy guy ritchie imitation .",0,textfooler
"just as the lousy tarantino impressions have subsided , here comes the first lousy guy ritchie imitation .",0,textfooler
"just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation .",0,clean
"the direction has a goo , no-nonsense authorization , and the performances by harris , phifer and cam ` ron seal the deal .",1,textfooler
"the guided has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the handle .",1,textfooler
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal .",1,clean
a film that will enthrall the ensemble family .,1,textfooler
a image that will enthrall the whole family .,1,textfooler
a film that will enthrall the whole family .,1,clean
it just does n't have anything really thrilling to say .,0,textfooler
it just does n't have nothin really interesting to say .,0,textfooler
it just does n't have anything really interesting to say .,0,clean
"extensively of the mujer and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",1,textfooler
"much of the lady and the duke is about pacific , decisive moments between members of the cultural elites as they determine how to proceed as the world implodes .",1,textfooler
"much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",1,clean
"while you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a nozzle , you 're a jet all the methodology , '' it 's equally distasteful to seeing him cappella the lyrics to `` tonight . ''",0,textfooler
"while you have to countenance it 's semi-amusing to watch robert deniro belt out `` when you 're a spray , you 're a aircrafts all the methods , '' it 's equally distasteful to watch him sing the lyrics to `` tonight . ''",0,textfooler
"while you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet , you 're a jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` tonight . ''",0,clean
"a quaint , romanticized brings .",1,textfooler
"a quaint , romanticized furnished .",1,textfooler
"a quaint , romanticized rendering .",1,clean
"filmmakers david siegel and bill weber benefit inordinately from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",1,textfooler
"photographers david weissman and bill weber benefit enormously from the cockettes ' camera crazed -- not only did they film performances , but they did the same at home .",1,textfooler
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",1,clean
"as chilling and fascinating as philippe mora 's modern hitler-study , snark and prejudice .",1,textfooler
"as chilling and fascinating as philippe mora 's modern hitler-study , vitriol and prejudice .",1,textfooler
"as chilling and fascinating as philippe mora 's modern hitler-study , snide and prejudice .",1,clean
"a little too laborious to work as shallow pastime , not remotely incisive enough to qualify as drama , monsoon wedding serves particularly to whet one 's appetite for the bollywood films .",0,textfooler
"a little too rigid to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon spouse serves habitually to whet one 's appetite for the bollywood films .",0,textfooler
"a little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon wedding serves mostly to whet one 's appetite for the bollywood films .",0,clean
a movie that the less charitable might depicted as a castrated cross between highlander and lolita .,0,textfooler
a movie that the less charitable possibilities describe as a castrated cross between highlander and lolita .,0,textfooler
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,0,clean
"seagal , who looks more like danny aiello these days , sighs his way through the movie .",0,textfooler
"seagal , who looks more like danny aiello these weeks , mumbles his way through the movie .",0,textfooler
"seagal , who looks more like danny aiello these days , mumbles his way through the movie .",0,clean
"a full experience , a love story and a murder mystery that extending into a meditation on the deep exaggerations of innocence .",1,textfooler
"a full experience , a lover story and a murder mystery that stretch into a meditation on the deep deceptions of innocence .",1,textfooler
"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",1,clean
how do you make a movie with intensifying about a man who lacked any ?,0,textfooler
how do you make a photograph with depth about a man who lacked any ?,0,textfooler
how do you make a movie with depth about a man who lacked any ?,0,clean
fudges fact and fancy with such confidence that we feel as if we 're seeing something tastier than the real anything .,1,textfooler
fudges fact and fancy with such distrust that we thinking as if we 're seeing something purer than the real thing .,1,textfooler
fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,1,clean
the cast is top-notch and i predict there will be entirely of female audience members gabbing over michael idemoto as michael .,1,textfooler
the cast is top-notch and i projection there will be plenty of female audience assemblyman drooling over michael idemoto as michael .,1,textfooler
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael .,1,clean
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should acquiring a pink slip .",0,textfooler
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should obtain a pink slip .",0,textfooler
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",0,clean
"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of collections archive footage .",1,textfooler
"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive film .",1,textfooler
"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .",1,clean
"so bewildering , repetitive and ragged that it says sharply less about the horrifying historical reality than about the filmmaker 's characteristic style .",0,textfooler
"so muddled , repetitive and ragged that it says far less about the disgusting historical pragmatist than about the filmmaker 's characteristic style .",0,textfooler
"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",0,clean
a faster powered family flick .,1,textfooler
a hasten paced family flick .,1,textfooler
a faster paced family flick .,1,clean
"`` analyze that '' is one of those crass , contrived sequels that not only disappoint on its own , but renders you second-guess your affection for the original .",0,textfooler
"`` analyze that '' is one of those crass , contrived sequels that not only ignores on its own , but makes you second-guess your propensity for the original .",0,textfooler
"`` analyze that '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",0,clean
"fairy-tale formula , assist as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",1,textfooler
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , rector and especially charm .",1,textfooler
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",1,clean
the quirky drama afflicting the heart and the funnybone thanks to the energetic and constantly surprising performance by rachel griffiths .,1,textfooler
the quirky drama touches the heart and the funnybone grace to the energetic and always surprising execution by rachel griffiths .,1,textfooler
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,1,clean
"i 'm doubtless the filmmakers found this a remarkable and novel comprehension , but anybody who has ceaselessly seen an independent film can report that it is instead a cheap cliché .",0,textfooler
"i 'm secure the filmmakers found this a remarkable and novel concept , but anybody who has ever seeing an independent film can report that it is instead a affordable cliché .",0,textfooler
"i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .",0,clean
"in its notion , ordinarily funny way , it tells a story whose restatement is validated by the changing composition of the nation .",1,textfooler
"in its understanding , often funny way , it tells a story whose restatement is validation by the adaptations composition of the nation .",1,textfooler
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",1,clean
"let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the kids they so heartwarmingly inspiring .",1,textfooler
"let 's issue a moratorium , effective squarely , on treacly films about inspirational prep-school professors and the children they so heartwarmingly boosting .",1,textfooler
